prim_acc_no,composite_acc_name,consolidated_acc_address,acc_stat,acc_district,rel_mngr_name,raw_acc_name,acc_opened_dt,acc_closed_dt,addr_line_one,city,state,postal_cde,ctry,acc_risk_rtng,aml_alr_flg,sar_count,tel_no
33082799699373,ABBONDAN PISANO,"Vicolo Cieco Fondachetto 121, Pellare, SA, 84060",Active,Pellare,,ABBONDAN PISANO,,,Vicolo Cieco Fondachetto 121,Pellare,SA,84060,IT,3659,f,,0326 3060604
35856826996146,Frame Scene Imports Limited,"86 Clifton Street, MURCHISON, VIC, 3610",Active,MURCHISON,OLLIE ESTUS,Frame Scene Imports Limited,,,86 Clifton Street,MURCHISON,VIC,3610,AU,382,f,,(03) 5395 0317
48917799037293,MASAKO CLERK,"641 Terry Lane, Titusville, FL, 32796",Active,Titusville,,MASAKO CLERK,,,4916 Little Street,Titusville,OH,44512,US,9097,f,,321-267-9518
57789456128371,Creative Wealth Management Distribution,"Wolfensbergstrasse 119, Riedsort, 6356",Active,Riedsort,BERNIE PANSULLO,Creative Wealth Management Distribution,,,Wolfensbergstrasse 119,Riedsort,,6356,CH,7180,f,,041 320 91 15
58349504647741,Express Merchant Service Sahis,"Schritsen 145, Harlingen, FR, 8861 CR",Active,Harlingen,ALYSE HOCATE,Express Merchant Service Sahis,,,Schritsen 145,Harlingen,FR,8861 CR,NL,3087,f,,
66481922093482,Brown Derby Imports R.L,"1387 St. John Street, Dillon, SK, S4P 3Y2",Active,Dillon,,Brown Derby Imports R.L,,,2571 Blanshard,Dillon,BC,V8W 2H9,CA,4159,f,,306-282-8989
77120694929555,KARLUF ENGEVOLD,"2023 Blanshard, Victoria, BC, V8W 2H9",Active,Victoria,,KARLUF ENGEVOLD,,,71 Farrar Parade,Victoria,WA,6522,CA,7840,f,,250-952-4929
78784914913698,CAMPBELL ROCHELE,"Rue Fouramont 465, Habay-la-Neu, WHT, 6720",Active,Habay-la-Neu,,CAMPBELL ROCHELE,,,Hooivelden 104,Habay-la-Neu,WLG,4720,BE,1572,f,,0473 22 66 93
87435542528821,Pacific Stereo e.G,"46 Woodlands Avenue, MERRYLANDS, NSW, 2160",Active,MERRYLANDS,,Pacific Stereo e.G,,,46 Woodlands Avenue,MERRYLANDS,NSW,2160,AU,113,f,,(02) 9425 0994
93567263439096,Henry's S.A,"4465 Camden Place, Isle Of Palm, SC, 29451",Active,Isle Of Palm,QUEEN BUIKEMA,Henry's S.A,,,4465 Camden Place,Isle Of Palm,SC,29451,US,7037,f,,843-883-2612
98655019205356,Integra Wealth Planners Imports e.G,"9 Stillwater Avenue, NABAWA, WA, 6532",Active,NABAWA,,Integra Wealth Planners Imports e.G,,,9 Stillwater Avenue,NABAWA,WA,6532,AU,8664,f,,(08) 9059 1779
99338062320154,LORI MILLER,"297 Southside Lane, Los Angeles, CA, 90022",Active,Los Angeles,REGAN KOSMICKI,LORI MILLER,,,297 Southside Lane,Los Angeles,CA,90022,US,1333,f,,323-727-3151
6268158669372,AdventureSports! Imports LLC,"66 Foregate Street, CLYNNOG-FAWR, LL54 9EF",Active,CLYNNOG-FAWR,,AdventureSports! Imports LLC,,,13 Friar Street,CLYNNOG-FAWR,,BB5 9FW,GB,4438,f,,079 2778 9411
13379158418776,Galaxy Man Limited,"42 Bailey Street, NELSON, VIC, 3292",Active,NELSON,,Galaxy Man Limited,,,42 Bailey Street,NELSON,VIC,3292,AU,7024,f,,(03) 5377 2075
18232912719004,Brooks Fashions Imports Corporation,"R Refugo 92, Lajes, Ilha Terceira, 9760-293",Active,Lajes,,Brooks Fashions Imports Corporation,,,R Refugo 92,Lajes,Ilha Terceira,9760-293,PT,8560,f,,21 295 943 2262
19949136752497,VELVA FINK,"Kirchenplatz 21, AUSSERFAHRAF, Lower Austria, 3184",Active,AUSSERFAHRAF,,VELVA FINK,,,Kirchenplatz 21,AUSSERFAHRAF,Lower Austria,3184,AT,6393,f,,0680 866 35 45
28101939576510,FREDERIC CONTRER,"111 Sundown Lane, Austin, TX, 78759",Active,Austin,,FREDERIC CONTRER,,,3998 Nancy Street,Austin,NC,27501,US,9674,f,,512-340-7490
31081063386419,Matrix Architectural Service AKF,"98 Timberbrook Lane, Durango, CO, 81301",Active,Durango,,Matrix Architectural Service AKF,,,98 Timberbrook Lane,Durango,CO,81301,US,5271,f,,
37699295072009,POPPY STRANGE,"83 Hunter Street, REDWOOD, QLD, 4350",Active,REDWOOD,,POPPY STRANGE,,,83 Hunter Street,REDWOOD,QLD,4350,AU,2006,f,,(07) 4508 8865
41792197931856,Dynatronics Accessories Cia.,"59 Lapko Road, WELLSTEAD, WA, 6328",Active,WELLSTEAD,KALEIGH GENIA,Dynatronics Accessories Cia.,,,59 Lapko Road,WELLSTEAD,WA,6328,AU,1649,f,,(08) 9037 8517
43709604400071,Earl Abel's Imports Developments,"44 Edward Bennett Drive, LIDCOMBE, NSW, 2141",Active,LIDCOMBE,ILENE GERSTENBERG,Earl Abel's Imports Developments,,,44 Edward Bennett Drive,LIDCOMBE,NSW,2141,AU,1268,f,,
44058710198128,Superior Appraisals Firma,"36 Shire Oak Road, SCOTFORTH, LA1 8GX",Active,SCOTFORTH,,Superior Appraisals Firma,,,36 Shire Oak Road,SCOTFORTH,,LA1 8GX,GB,7948,f,,077 8493 5643
45267605885046,HomeBase Ltd,"4815 Valley Drive, Norristown, PA, 19403",Active,Norristown,,HomeBase Ltd,,,4815 Valley Drive,Norristown,PA,19403,US,8463,f,,267-386-7487
57018106849387,AMELIE BROOKER,"96 Isaac Road, GLENFERN, TAS, 7140",Active,GLENFERN,,AMELIE BROOKER,,,35 Hunter Street,GLENFERN,QLD,4350,AU,4964,f,,(03) 6229 5985
69575106652990,MICHAEL NOBLE,"98 Ploughley Rd, TISBURY, SP3 6BE",Active,TISBURY,,MICHAEL NOBLE,,,98 Ploughley Rd,TISBURY,,SP3 6BE,GB,7272,f,,077 4021 6569
73269863079909,AUSTIN THORBY,"Vilhelm Krags veg 141, TRONDHEIM, 7023",Active,TRONDHEIM,,AUSTIN THORBY,,,Vilhelm Krags veg 141,TRONDHEIM,,7023,NO,4355,f,,436 80 876
81230456862677,JumboSports Imports EE,"45 Old Tenterfield Road, UPPER DUCK C, NSW, 2469",Active,UPPER DUCK C,,JumboSports Imports EE,,,45 Old Tenterfield Road,UPPER DUCK C,NSW,2469,AU,4391,f,,(02) 6768 1756
82329764942839,ANNABELL BOCK,"44 Junction St, BIRGANBIGIL, NSW, 2710",Closed,BIRGANBIGIL,,ANNABELL BOCK,,,44 Junction St,BIRGANBIGIL,NSW,2710,AU,168,f,,(02) 6147 2012
83269212360877,Magna Gases Imports R.L,"2717 Pinewood Drive, West Chicago, IL, 60185",Active,West Chicago,QUEEN BUIKEMA,Magna Gases Imports R.L,,,2717 Pinewood Drive,West Chicago,IL,60185,US,8862,f,,847-832-5164
88154785510626,Konsili Imports Manufacturing,"Gondel 86, Lelystad, FL, 8243 CP",Active,Lelystad,,Konsili Imports Manufacturing,,,Gondel 86,Lelystad,FL,8243 CP,NL,9882,f,,06-28036742
92849857374238,Micro Design FIE,"46 Shamrock Avenue, SOUTH DURRAS, NSW, 2536",Active,SOUTH DURRAS,,Micro Design FIE,,,46 Shamrock Avenue,SOUTH DURRAS,NSW,2536,AU,3092,f,,
96790733687743,Brilliant Home Designs VOF,"93 Hereford Avenue, NARRUNG, SA, 5259",Closed,NARRUNG,,Brilliant Home Designs VOF,,,93 Hereford Avenue,NARRUNG,SA,5259,AU,8887,f,,(08) 8295 8680
1602897419671,TODD AYALA,"119 Paradise Lane, Ontario, CA, 91761",Active,Ontario,LUCIO JANISE,TODD AYALA,,,716 Yorkie Lane,Ontario,GA,30446,US,3449,f,,909-605-9047
10245621177468,ERIN TUCKER,"30 Wright Street, ROSEMOUNT, QLD, 4560",Active,ROSEMOUNT,,ERIN TUCKER,,,30 Wright Street,ROSEMOUNT,QLD,4560,AU,4493,f,,(07) 5352 1832
13106552850739,JumboSports Imports Ltda.,"Reinprechtsdorfer Strasse 99, KOGL, Upper Austria, 4822",Active,KOGL,CRISTI GALLETA,JumboSports Imports Ltda.,,,Reinprechtsdorfer Strasse 99,KOGL,Upper Austria,4822,AT,6562,f,,0650 498 88 73
14900488865647,CORRADO RUSSO,"Via Giacinto Gigante 134, Polinago, MO, 41040",Active,Polinago,,CORRADO RUSSO,,,1968 Jerry Dove Drive,Polinago,SC,29577,IT,4980,f,,0331 0020416
15261047986417,SEBASTIA HOTHAM,"23 Pelican Road, BATHURST STR, TAS, 7000",Active,BATHURST STR,,SEBASTIA HOTHAM,,,53 Taltarni Road,BATHURST STR,VIC,3478,AU,6798,f,,(03) 6207 4445
29985299112463,SARAH TANNER,"4350 Lowes Alley, Washington C, OH, 43160",Active,Washington C,,SARAH TANNER,,,1626 Rus St,Washington C,Western Cape,7583,US,283,f,,
34466553671068,Planetbiz Imports Agricultural,"52 Rose Street, SILVAN, VIC, 3795",Active,SILVAN,YUK PARGMAN,Planetbiz Imports Agricultural,,,52 Rose Street,SILVAN,VIC,3795,AU,1249,f,,(03) 9369 5917
35196677792437,ANGELA CROWDER,"3355 Pape Ave, Toronto, ON, M4E 2V5",Active,Toronto,,ANGELA CROWDER,,,3355 Pape Ave,Toronto,ON,M4E 2V5,CA,3663,f,,416-389-2327
62774503786556,Record & Tape Outlet Firma,"4394 Courtright Street, New England, ND, 58647",Active,New England,,Record & Tape Outlet Firma,,,4394 Courtright Street,New England,ND,58647,US,2445,f,,701-579-6635
64585810383219,ANNA SMITH,"1074 Rocket Drive, Richfield, MN, 55423",Active,Richfield,,ANNA SMITH,,,1074 Rocket Drive,Richfield,MN,55423,US,7492,f,,612-869-9845
84397697085577,BLAKE MARMION,"Rue de Virton 331, Evregnies, WHT, 7730",Active,Evregnies,,BLAKE MARMION,,,29 Dalgarno Street,Evregnies,NSW,2390,BE,5819,f,,0483 87 86 56
86647598422146,CYNTHIA GUY,"3919 Hampton Meadows, Woburn, MA, 01801",Active,Woburn,,CYNTHIA GUY,,,2606 Hawks Nest Lane,Woburn,MO,63141,US,2615,f,,978-413-8429
95102240610702,Buehler Foods Ltd,"1340 Devenish St, Thulamahashe, Limpopo, 1366",Active,Thulamahashe,,Buehler Foods Ltd,,,1340 Devenish St,Thulamahashe,Limpopo,1366,ZA,8823,f,,
95968272674858,Rich and Happy Imports Empresa,"Knektv 31, GAMMELSTAD, 954 90",Active,GAMMELSTAD,,Rich and Happy Imports Empresa,,,Knektv 31,GAMMELSTAD,,954 90,SE,3884,f,,0920-6114017
98169130666503,Lafayette Radio Imports Limited,"3758 Northwest Boulevard, Little Ferry, NJ, 07643",Active,Little Ferry,DEANNA FREIN,Lafayette Radio Imports Limited,,,65 Cherry Grove,Little Ferry,TAS,7330,US,8658,f,,201-994-1038
98363364236257,GORDON GRAHAM,"2932 Bobcat Drive, Washington, MD, 20008",Active,Washington,,GORDON GRAHAM,,,3852 Clay Street,Washington,IN,46204,US,6952,f,,240-764-6575
34678452200396,BILLY JAMES,"60 Greyfriars Road, CARDINGTON, SY6 4WH",Active,CARDINGTON,HIEN DUPLESSIS,BILLY JAMES,,,3 Boroughbridge Road,CARDINGTON,,SN10 1PX,GB,1415,f,,
38304532147488,Hollywood Video de,"4668 Lee Avenue, Camden, NJ, 08102",Active,Camden,VELMA TUPLANO,Hollywood Video de,,,4668 Lee Avenue,Camden,NJ,8102,US,7504,f,,856-379-3065
45011399656335,ZAC HANNAFORD,"13 Adavale Road, RUN-O-WATERS, NSW, 2580",Active,RUN-O-WATERS,,ZAC HANNAFORD,,,13 Adavale Road,RUN-O-WATERS,NSW,2580,AU,9877,f,,(02) 6160 4486
49339035319758,JOSEPH COX,"3451 47th Avenue, Plamondon, AB, T0A 2T0",Active,Plamondon,,JOSEPH COX,,,3451 47th Avenue,Plamondon,AB,T0A 2T0,CA,9331,f,,780-798-7437
52491600021113,Practi-Plan Mapping Imports Corporation,"49 Creedon Street, BRUNSWICK NO, VIC, 3056",Active,BRUNSWICK NO,,Practi-Plan Mapping Imports Corporation,,,49 Creedon Street,BRUNSWICK NO,VIC,3056,AU,1589,f,,(03) 9485 9510
54238552203715,Incredible Universe Imports Cor,"4274 Snyder Avenue, Charlotte, NC, 28202",Active,Charlotte,TARSHA BASCETTA,Incredible Universe Imports Cor,,,4274 Snyder Avenue,Charlotte,NC,28202,US,7619,f,,704-681-3026
56388258861669,ETHAN WAND,"77 Boland Drive, KEITH HALL, NSW, 2478",Closed,KEITH HALL,,ETHAN WAND,,,3603 Rebecca Street,KEITH HALL,IL,60062,AU,2259,f,,(02) 6784 9879
61468581306355,WILLIAM SCOTT,"24 Edgewater Close, EROWAL BAY, NSW, 2540",Active,EROWAL BAY,,WILLIAM SCOTT,,,65 Emerson Road,EROWAL BAY,,PH41 4TH,AU,1749,f,,(02) 4038 0808
61998675885422,JAMES TRIM,"1963 Scott Street, Poughkeepsie, NY, 12601",Active,Poughkeepsie,JASMIN JILEK,JAMES TRIM,,,1963 Scott Street,Poughkeepsie,NY,12601,US,4691,f,,845-455-3120
72832640058513,THORSTEN KONIG,"Genterstrasse 32, Kiel, SH, 24019",Active,Kiel,BRIGITTE BASISTA,THORSTEN KONIG,,,Grosse Praesidenten Str. 62,Kiel,RP,67754,DE,6821,f,,0431 11 16 13
75318926464387,H.C. Bohack AKF,"Utveda 51, BREDBYN, 890 40",Active,BREDBYN,,H.C. Bohack AKF,,,Utveda 51,BREDBYN,,890 40,SE,3153,f,,0661-7053591
80574786214833,Incluesiv Imports NV,"14 Sale-Heyfield Road, MARDAN, VIC, 3953",Active,MARDAN,IESHA LABO,Incluesiv Imports NV,,,14 Sale-Heyfield Road,MARDAN,VIC,3953,AU,2856,f,,(03) 5302 8189
88942237044562,ALEXIS MARRIOTT,"43 Purcell Place, KOOLKHAN, NSW, 2460",Active,KOOLKHAN,CLIFFORD FUEL,ALEXIS MARRIOTT,,,43 Purcell Place,KOOLKHAN,NSW,2460,AU,2115,f,,(02) 6793 4795
91058447357401,Richman Brothers Imports FIE,"1772 Lynn Avenue, Eau Claire, WI, 54701",Active,Eau Claire,,Richman Brothers Imports FIE,,,1772 Lynn Avenue,Eau Claire,WI,54701,US,470,f,,715-471-3015
94535600390106,JOSEPH SMITH,"4052 Rosewood Court, Owatonna, MN, 55060",Active,Owatonna,,JOSEPH SMITH,,,4052 Rosewood Court,Owatonna,MN,55060,US,368,f,,507-349-9448
97941607352206,MegaSolutions KGaA,"Flotowstr. 37, Bernburg, ST, 06398",Active,Bernburg,MARJORIE MADINE,MegaSolutions KGaA,,,Flotowstr. 37,Bernburg,ST,6398,DE,2257,f,,
351382734891,TARRY VETRHUS,"Longamyrvegen 125, STORD, 5415",Active,STORD,,TARRY VETRHUS,,,Stranda 4,STORD,,8206,NO,1431,f,,
1529419582526,PAUL MORALES,"1009 Pin Oak Drive, Davenport, IA, 52803",Active,Davenport,VELMA TUPLANO,PAUL MORALES,,,1916 Hart Ridge Road,Davenport,MI,48743,US,1216,f,,563-328-1243
12124875429194,JEREMY TRAIN,"2309 Pine Street, Altario, AB, T0C 0E0",Active,Altario,,JEREMY TRAIN,,,2309 Pine Street,Altario,AB,T0C 0E0,CA,8706,f,,403-552-1230
17828871696822,Prahject Planner Imports AK,"3077 Oakdale Avenue, Dundee, FL, 33838",Active,Dundee,,Prahject Planner Imports AK,,,3077 Oakdale Avenue,Dundee,FL,33838,US,7565,f,,863-438-4877
21953157161960,ADRIENNE OSBORNE,"3010 Flint Street, Atlanta, GA, 30303",Closed,Atlanta,CYNDI FERRAN,ADRIENNE OSBORNE,,,3010 Flint Street,Atlanta,GA,30303,US,1507,f,,678-243-5546
26701197425031,TRISTAN MORTENSE,"4 Alfred Street, CASCADE, WA, 6450",Active,CASCADE,KIMBERLY PIZARRO,TRISTAN MORTENSE,,,4130 Wilkinson Court,CASCADE,FL,33912,AU,7079,f,,(08) 9068 7953
27144006180402,CSK Auto Imports S.A,"Biezenwei 98, Tiel, GE, 4004 MB",Active,Tiel,CAROL HILLSETH,CSK Auto Imports S.A,,,Biezenwei 98,Tiel,GE,4004 MB,NL,2611,f,,
28789157870738,PAUL UPCHURCH,"31 Feather Street, SAMFORD, QLD, 4520",Active,SAMFORD,,PAUL UPCHURCH,,,31 Feather Street,SAMFORD,QLD,4520,AU,8315,f,,
29155962385148,ANNE KRAUS,"Steve Bikostraat 167, Haarlem, NH, 2033 DZ",Active,Haarlem,,ANNE KRAUS,,,2259 Plane St,Haarlem,Eastern Cape,5080,NL,7281,f,,06-53133273
36216021606695,H.C. Bohack AKF,"Utveda 51, BREDBYN, 890 40",Active,BREDBYN,,H.C. Bohack AKF,,,Utveda 51,BREDBYN,,890 40,SE,5974,f,,0661-7053591
42591824214443,JOHN BROWN,"1331 Lucky Duck Drive, Pittsburgh, PA, 15222",Active,Pittsburgh,AURELIA DONILON,JOHN BROWN,,,1331 Lucky Duck Drive,Pittsburgh,PA,15222,US,4618,f,,412-780-2306
46047272512270,Flagg Bros. Shoes Imports EE,"91 Railway Street, CLONTARF, QLD, 4357",Active,CLONTARF,,Flagg Bros. Shoes Imports EE,,,91 Railway Street,CLONTARF,QLD,4357,AU,6715,f,,(07) 4542 7172
52119059676896,Sunflower Market Imports EEI,"25 Goebels Road, MOUNT MORT, QLD, 4340",Active,MOUNT MORT,MARYLIN CORLESS,Sunflower Market Imports EEI,,,25 Goebels Road,MOUNT MORT,QLD,4340,AU,1785,f,,(07) 4580 3386
60325456195055,SARAH PARKES,"44 Wartnaby Road, ACHNASHEEN, IV22 1WD",Active,ACHNASHEEN,SUNNY DELAURA,SARAH PARKES,,,36 Southern Way,ACHNASHEEN,,ZE2 9UW,GB,5109,f,,070 0658 4073
66749340521056,HARRY NOSWORTHY,"84 Church Street, SHERWOOD, SA, 5267",Active,SHERWOOD,GILBERTE BENTSON,HARRY NOSWORTHY,,,49 Fitzroy Street,SHERWOOD,VIC,3355,AU,6791,f,,(08) 8705 4574
69301596816431,DAVE CAVIN,"3666 Emerson Road, Monroe, LA, 71209",Active,Monroe,,DAVE CAVIN,,,91 Seninis Road,Monroe,QLD,4807,US,5335,f,,
72282717455806,Hugh M. Woods Imports Inc,"61 Banksia Street, BINDI BINDI, WA, 6574",Active,BINDI BINDI,NATHALIE DETIENNE,Hugh M. Woods Imports Inc,,,61 Banksia Street,BINDI BINDI,WA,6574,AU,7545,f,,(08) 9063 2778
78255649936472,MADDISON GADSDON,"Mollardgasse 90, TEISENECK, Upper Austria, 5272",Active,TEISENECK,,MADDISON GADSDON,,,Mohrenstrasse 36,TEISENECK,BW,72532,AT,8209,f,,0676 704 02 45
79532236745238,IIVARI LIIKANEN,"Rauhankatu 10, HELSINKI, Uusimaa, 00870",Active,HELSINKI,,IIVARI LIIKANEN,,,61 Eungella Road,HELSINKI,QLD,4757,FI,8474,f,,041 286 3701
81749534453805,ALLEN VINCENT,"2 Farburn Terrace, LITTLE MILL, NP4 5QZ",Active,LITTLE MILL,HANS STALVEY,ALLEN VINCENT,,,95 Old Edinburgh Road,LITTLE MILL,,CO10 4PQ,GB,2713,f,,078 1663 1200
93732971865995,CODY SCOLLEN,"44 Hart Street, SCOTTS CREEK, NSW, 2338",Active,SCOTTS CREEK,,CODY SCOLLEN,,,44 Hart Street,SCOTTS CREEK,NSW,2338,AU,3966,f,,(02) 4920 8663
94812212458953,Manu Connection Cor,"32 Spring Creek Road, DROUIN SOUTH, VIC, 3818",Active,DROUIN SOUTH,,Manu Connection Cor,,,32 Spring Creek Road,DROUIN SOUTH,VIC,3818,AU,9887,f,,(03) 5392 2819
95174714754460,LAURA MATRA,"8 Walpole Avenue, WOOLSTHORPE, VIC, 3276",Active,WOOLSTHORPE,,LAURA MATRA,,,535 Redbud Drive,WOOLSTHORPE,NY,11714,AU,6749,f,,(03) 5372 2760
96124605618060,MATT ELMORE,"218 St. John Street, Lake Alma, SK, S4P 3Y2",Active,Lake Alma,,MATT ELMORE,,,2298 Centennial Farm Road,Lake Alma,IA,51231,CA,4907,f,,306-447-1039
5574891303070,PATRICK LANKFORD,"Driessensstraat 125, Neeritter, LI, 6015 AG",Active,Neeritter,,PATRICK LANKFORD,,,Driessensstraat 125,Neeritter,LI,6015 AG,NL,7825,f,,06-40046365
5658857123850,TON BERTRAM,"Schoolstraat 99, Oirsbeek, LI, 6438 JD",Active,Oirsbeek,,TON BERTRAM,,,Schoolstraat 99,Oirsbeek,LI,6438 JD,NL,8978,f,,06-66719985
5997543611615,JYRI ENESTAM,"Pohjoisesplanadi 84, HELSINKI, Uusimaa, 00180",Active,HELSINKI,,JYRI ENESTAM,,,Via di Santa Melania 65,HELSINKI,BZ,39013,FI,9744,f,,050 883 3544
14328622211108,Keeney's Imports Limited,"72 Kintyre Street, LOGANHOLME B, QLD, 4129",Active,LOGANHOLME B,,Keeney's Imports Limited,,,72 Kintyre Street,LOGANHOLME B,QLD,4129,AU,8865,f,,(07) 3863 7023
16571975026173,EDWARD MCRANEY,"4422 Charles Street, Southfield, MI, 48075",Active,Southfield,,EDWARD MCRANEY,,,4422 Charles Street,Southfield,MI,48075,US,3403,f,,734-396-4723
25987608116017,RYDER JESSOP,"1587 Whitetail Lane, Frisco, TX, 75034",Active,Frisco,CHEYENNE PARSELL,RYDER JESSOP,,,49 Gilbert Street,Frisco,TAS,7320,US,2314,f,,469-384-2129
38168018041442,ERNEST WILLIAMS,"2471 Bingamon Road, Independence, OH, 44131",Active,Independence,,ERNEST WILLIAMS,,,654 rue des Champs,Independence,QC,G7H 4N3,US,9230,f,,440-544-1179
39472786040503,Better Business Ideas and Services Co,"30 Insignia Way, BROADWOOD, WA, 6430",Active,BROADWOOD,MINNIE OEHM,Better Business Ideas and Services Co,,,30 Insignia Way,BROADWOOD,WA,6430,AU,1211,f,,(08) 9026 6731
40820021480485,Shoe Town Manufacturing,"Brucknerweg 75, Haldenstein, 7023",Active,Haldenstein,,Shoe Town Manufacturing,,,Brucknerweg 75,Haldenstein,,7023,CH,2672,f,,081 302 37 76
45341434639680,STEPHANI WINEBAR,"2382 Wolmarans St, Witkoppen, Gauteng, 2191",Active,Witkoppen,,STEPHANI WINEBAR,,,2382 Wolmarans St,Witkoppen,Gauteng,2191,ZA,2807,f,,084 585 1068
56864778551047,JERRY REEP,"3724 Southside Lane, Pasadena, CA, 91101",Active,Pasadena,,JERRY REEP,,,3724 Southside Lane,Pasadena,CA,91101,US,2695,f,,323-681-0697
63312731964861,Audio Aid NV,"33 Barker Street, BOYERINE, WA, 6316",Active,BOYERINE,SHARELL ORLOSKY,Audio Aid NV,,,33 Barker Street,BOYERINE,WA,6316,AU,94,f,,(08) 9051 4117
64359161346109,Brand Names AK,"1141 11th Ave, Calgary, AB, T2P 1M6",Closed,Calgary,,Brand Names AK,,,1141 11th Ave,Calgary,AB,T2P 1M6,CA,5672,f,,403-218-7490
70362578379831,PIPER MATTHIAS,"50 Chapman Avenue, NORWAY, NSW, 2787",Active,NORWAY,,PIPER MATTHIAS,,,611 Zigzag Rd,NORWAY,Gauteng,1936,AU,3382,f,,(02) 4055 9469
73218068366188,SUSAN MCLAWHORN,"2153 Lowland Drive, De Kalb, IL, 60115",Active,De Kalb,,SUSAN MCLAWHORN,,,37 Little Myers Street,De Kalb,VIC,3335,US,1443,f,,815-375-7611
78578133582038,Tape World de,"1883 Farland Street, Bridgeview, IL, 60455",Active,Bridgeview,CHARLES DECROO,Tape World de,,,1883 Farland Street,Bridgeview,IL,60455,US,9561,f,,773-960-8430
82733750204961,EWAN WEBSTER,"97 Lewin Street, KUBURA, NSW, 2655",Active,KUBURA,ALBERTA RUNDAHL,EWAN WEBSTER,,,97 Lewin Street,KUBURA,NSW,2655,AU,8061,f,,(02) 6144 0377
84438811177645,Reliable Guidance Imports Cor,"43 McLachlan Street, BLACKHEATH, VIC, 3401",Active,BLACKHEATH,,Reliable Guidance Imports Cor,,,43 McLachlan Street,BLACKHEATH,VIC,3401,AU,3712,f,,(03) 5313 3768
84610051817561,Foot Quarters Imports Agricultural,"4726 Kennedy Court, Walpole, MA, 02081",Active,Walpole,REGENA VERDUSCO,Foot Quarters Imports Agricultural,,,2165 Lowland Drive,Walpole,IL,61088,US,8785,f,,774-268-0345
87780175824732,Bonanza Produce Stores S.A,"11 Scenic Road, GUNGARLIN, NSW, 2627",Active,GUNGARLIN,,Bonanza Produce Stores S.A,,,11 Scenic Road,GUNGARLIN,NSW,2627,AU,4789,f,,
90908327095236,JAMES LOWIN,"63 Baker Street, WILLYUNG, WA, 6330",Active,WILLYUNG,,JAMES LOWIN,,,11 Gloucester Avenue,WILLYUNG,SA,5015,AU,1780,f,,(08) 9048 2693
91403214510873,Custom Sound Imports LTD,"ul. Zalesie 107, Koszalin, 75-676",Active,Koszalin,,Custom Sound Imports LTD,,,ul. Zalesie 107,Koszalin,,75-676,PL,4021,f,,79 910 76 58
91680493471635,ELIASZ KOWALCZYK,"ul. Heweliusza Jana 138, Zabrze, 41-818",Active,Zabrze,,ELIASZ KOWALCZYK,,,ul. Odolaska 61,Zabrze,,02-560,PL,1193,f,,69 793 75 14
92262286154436,Fresh Start R.L,"Van Ostadestraat 107, Amsterdam, NH, 1072 SX",Active,Amsterdam,,Fresh Start R.L,,,Van Ostadestraat 107,Amsterdam,NH,1072 SX,NL,7391,f,,06-87980615
6814205179507,RAMIRO DESHAZO,"6 rue des lieutemants Thomazo, DOUAI, Nord-Pas-de-Calais, 59500",Active,DOUAI,,RAMIRO DESHAZO,,,6 rue des lieutemants Thomazo,DOUAI,Nord-Pas-de-Calais,59500,FR,2331,f,,03.32.38.29.94
13342906404976,ALI MYER,"30 Weemala Avenue, WARRADERRY, NSW, 2810",Active,WARRADERRY,,ALI MYER,,,30 Weemala Avenue,WARRADERRY,NSW,2810,AU,4127,f,,(02) 4088 9262
18308986409177,TIMOTHY WOLFE,"25 Flax Court, LENEVA, VIC, 3691",Active,LENEVA,MAX VIELE,TIMOTHY WOLFE,,,3325 Pinnickinick Street,LENEVA,WA,98532,AU,7105,f,,(03) 5391 4127
18473784239981,O.K. Fairbanks AKF,"3878 Baker Avenue, Arlington, TX, 76010",Active,Arlington,,O.K. Fairbanks AKF,,,3878 Baker Avenue,Arlington,TX,76010,US,28,f,,817-856-5073
18905537482668,Monk Real Estate Service Imports gomei-kaisha,"309 Hilltop Street, Northampton, MA, 01060",Active,Northampton,NAKISHA BALCOS,Monk Real Estate Service Imports gomei-kaisha,,,309 Hilltop Street,Northampton,MA,1060,US,398,f,,413-587-8030
20831405079203,Al's Auto Parts Distribution,"4199 Glendale Avenue, Burbank, CA, 91502",Active,Burbank,,Al's Auto Parts Distribution,,,4199 Glendale Avenue,Burbank,CA,91502,US,9873,f,,818-672-3498
22049611277593,Channel Home Centers Developments,"22 Delan Road, MAROONDAN, QLD, 4671",Active,MAROONDAN,NOEMI CHEAIRS,Channel Home Centers Developments,,,22 Delan Road,MAROONDAN,QLD,4671,AU,1528,f,,
23528284861651,Solution Answers Ltd,"8 Albert Street, KOORALBYN, QLD, 4285",Active,KOORALBYN,,Solution Answers Ltd,,,8 Albert Street,KOORALBYN,QLD,4285,AU,8797,f,,
28421023349331,Cut Above PLC,"261 Burton Avenue, Memphis, TN, 38115",Active,Memphis,ALESHA LUZINSKI,Cut Above PLC,,,261 Burton Avenue,Memphis,TN,38115,US,4973,f,,901-649-1226
46110008212038,Chess King Imports Cor,"4269 Riverside Drive, Clarkesville, GA, 30523",Active,Clarkesville,DARLENE GRUNLIEN,Chess King Imports Cor,,,4269 Riverside Drive,Clarkesville,GA,30523,US,984,f,,706-839-4882
